Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-07-29,APOLLOHOSP,EQ,1331.7,1322.0,1343.0,1315.0,1330.6,1324.5,1325.12,197121,26120941660000.0,20266,118627,0.6018
2015-07-30,APOLLOHOSP,EQ,1324.5,1334.6,1346.05,1320.05,1330.8,1328.25,1332.84,172360,22972831200000.0,11904,99524,0.5774
2015-07-31,APOLLOHOSP,EQ,1328.25,1329.0,1368.0,1329.0,1364.5,1359.85,1356.87,210203,28521746845000.0,23269,114974,0.547
2015-08-03,APOLLOHOSP,EQ,1359.85,1386.0,1386.0,1355.0,1382.0,1378.7,1374.86,197974,27218736664999.996,26888,138749,0.7008
2015-08-04,APOLLOHOSP,EQ,1378.7,1382.0,1388.0,1351.8,1370.0,1368.55,1371.52,162803,22328739390000.0,16653,92219,0.5664
2015-08-05,APOLLOHOSP,EQ,1368.55,1380.65,1388.1,1364.05,1375.0,1373.9,1374.97,132363,18199567705000.0,15692,67918,0.5131
2015-08-06,APOLLOHOSP,EQ,1373.9,1380.75,1442.0,1380.05,1432.0,1431.25,1421.82,457090,64990180960000.0,27823,173107,0.3787
2015-08-07,APOLLOHOSP,EQ,1431.25,1432.0,1463.85,1431.05,1434.0,1436.9,1450.46,325877,47267062335000.0,32021,172980,0.5307999999999999
2015-08-10,APOLLOHOSP,EQ,1436.9,1436.0,1456.0,1436.0,1442.0,1445.6,1447.4,200671,29045176050000.0,14675,124756,0.6217
2015-08-11,APOLLOHOSP,EQ,1445.6,1455.0,1476.2,1397.7,1425.35,1427.95,1433.11,378403,54229186685000.0,24138,149888,0.3961
2015-08-12,APOLLOHOSP,EQ,1427.95,1420.0,1420.0,1340.05,1373.55,1363.1,1378.91,226751,31266906850000.0,17813,108261,0.47740000000000005
2015-08-13,APOLLOHOSP,EQ,1363.1,1370.0,1385.0,1329.65,1344.0,1336.75,1346.1,168700,22708757555000.0,22070,84859,0.503
2015-08-14,APOLLOHOSP,EQ,1336.75,1341.0,1375.0,1339.2,1358.0,1352.45,1357.09,168265,22835108955000.0,24075,68528,0.4073
2015-08-17,APOLLOHOSP,EQ,1352.45,1368.0,1382.8,1333.4,1375.0,1374.45,1361.75,93833,12777745045000.0,8859,34513,0.3678
2015-08-18,APOLLOHOSP,EQ,1374.45,1381.0,1386.95,1340.0,1356.0,1352.85,1352.69,123985,16771307540000.0,11027,64233,0.5181
2015-08-19,APOLLOHOSP,EQ,1352.85,1355.0,1399.8,1328.7,1380.95,1376.25,1381.06,347458,47986006650000.0,35049,182337,0.5247999999999999
2015-08-20,APOLLOHOSP,EQ,1376.25,1384.95,1398.95,1335.0,1337.1,1338.2,1362.15,239263,32591113895000.0,20349,122208,0.5108
2015-08-21,APOLLOHOSP,EQ,1338.2,1337.0,1337.0,1282.55,1302.9,1302.35,1301.65,231773,30168693370000.0,21712,109838,0.4739
2015-08-24,APOLLOHOSP,EQ,1302.35,1250.0,1272.4,1195.0,1246.9,1253.3,1242.07,328925,40854869640000.0,24083,199785,0.6074
2015-08-25,APOLLOHOSP,EQ,1253.3,1255.9,1307.9,1232.0,1274.95,1279.4,1262.62,298534,37693549950000.0,22625,139614,0.46770000000000006
2015-08-26,APOLLOHOSP,EQ,1279.4,1275.0,1297.4,1245.25,1254.0,1253.35,1263.72,181639,22954097885000.0,16592,88153,0.4853
2015-08-27,APOLLOHOSP,EQ,1253.35,1299.0,1333.0,1256.6,1287.0,1300.15,1288.74,414799,53456753125000.0,22099,255639,0.6163000000000001
2015-08-28,APOLLOHOSP,EQ,1300.15,1306.0,1360.0,1303.95,1349.0,1342.75,1337.36,226525,30294503650000.0,21371,92112,0.40659999999999996
2015-08-31,APOLLOHOSP,EQ,1342.75,1347.0,1375.2,1307.0,1336.0,1340.2,1351.26,208370,28156180839999.996,16322,110547,0.5305
2015-09-01,APOLLOHOSP,EQ,1340.2,1331.0,1348.0,1285.35,1307.0,1310.85,1312.78,126534,16611101030000.002,12262,65138,0.5147999999999999
2015-09-02,APOLLOHOSP,EQ,1310.85,1318.65,1345.0,1305.0,1314.0,1310.15,1322.45,168729,22313638690000.0,12966,83454,0.49460000000000004
2015-09-03,APOLLOHOSP,EQ,1310.15,1318.5,1342.35,1315.0,1330.0,1325.75,1328.37,95433,12676995715000.0,6620,42948,0.45
2015-09-04,APOLLOHOSP,EQ,1325.75,1332.0,1336.85,1263.6,1317.0,1312.6,1297.84,127509,16548609335000.0,9652,53182,0.4171
2015-09-07,APOLLOHOSP,EQ,1312.6,1315.25,1324.65,1250.0,1264.2,1260.45,1275.18,122741,15651735085000.0,16014,51977,0.42350000000000004
2015-09-08,APOLLOHOSP,EQ,1260.45,1261.6,1324.0,1242.05,1322.0,1314.0,1294.39,180292,23336790580000.0,15721,50624,0.2808
2015-09-09,APOLLOHOSP,EQ,1314.0,1327.0,1369.75,1327.0,1352.4,1353.0,1350.86,182975,24717282150000.0,25183,74633,0.4079
